file,C,pd,ph,retransmissions,size,timeout,dtau,L,Lf,N,Ne,Nt,T,a,Re,S
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,500,32623,10968,240,149,0,3451020.66666667,0.261651252184042,0.620833333333333,0.220707651514112
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,1000,32623,10968,240,149,0,3691051,0.314626711216013,0.620833333333333,0.206354955991306
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,1500,32623,10968,240,149,0,3931030,0.367590840817828,0.620833333333333,0.193757530893091
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,2000,32623,10968,240,149,0,4171008.66666667,0.420554896851914,0.620833333333333,0.182609706077491
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,3000,32623,10968,240,149,0,4646997.66666667,0.525607185114797,0.620833333333333,0.16390511063308
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,4000,32623,10968,240,149,0,5126997,0.631544566716734,0.620833333333333,0.148559998507248
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,5000,32623,10968,240,149,0,5604333,0.736894142169635,0.620833333333333,0.135906746916478
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,6000,32623,10968,240,149,0,6082990,0.842535266529749,0.620833333333333,0.125212546242336
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,7000,32623,10968,240,149,0,6561644.33333333,0.948175802348037,0.620833333333333,0.11607862724247
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,8000,32623,10968,240,149,0,7040315,1.05381994298501,0.620833333333333,0.108186447149974
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,9000,32623,10968,240,149,0,7517648,1.15916885632836,0.620833333333333,0.101317149548192
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,10000,32623,10968,240,149,0,7995006,1.26452328725133,0.620833333333333,0.095267804260143
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,11000,32623,10968,240,149,0,8472316.66666667,1.36986727155688,0.620833333333333,0.089900637173225
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,12000,32623,10968,240,149,0,8950957.66666667,1.47550486466603,0.620833333333333,0.085093315713369
../testfiles/pinguim.gif,115200,0.00098,0,100,128,5000000,13000,32623,10968,240,149,0,9428295,1.58085473438985,0.620833333333333,0.080785196757915
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,0,35321,10968,260,169,0,3477673.66666667,0.208905478327341,0.65,0.21901614115413
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,500,35321,10968,260,169,0,3738983.66666667,0.262172146881459,0.65,0.203709546382078
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,1000,35321,10968,260,169,0,3997688.66666667,0.314907799892415,0.65,0.190526759379128
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,1500,35321,10968,260,169,0,4254996,0.367358545907534,0.65,0.179005260326136
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,2000,35321,10968,260,169,0,4516409.66666667,0.420646346366185,0.65,0.168644282268755
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,3000,35321,10968,260,169,0,5033668,0.526086735936129,0.65,0.151314442403962
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,4000,35321,10968,260,169,0,5552362,0.631819778601965,0.65,0.137178855893522
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,5000,35321,10968,260,169,0,6071017.66666667,0.737545007219501,0.65,0.125459471292375
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,6000,35321,10968,260,169,0,6589637.66666667,0.843262965374706,0.65,0.115585515501029
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,7000,35321,10968,260,169,0,7106976,0.948719662523711,0.65,0.107171695340841
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,8000,35321,10968,260,169,0,7626995.33333333,1.05472286741598,0.65,0.099864577514273
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,9000,35321,10968,260,169,0,8142990.66666667,1.15990580108151,0.65,0.093536477916467
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,10000,35321,10968,260,169,0,8660316,1.26535984824892,0.65,0.087949061750942
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,11000,35321,10968,260,169,0,9180328.33333333,1.37136162622802,0.65,0.082967257707014
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,12000,35321,10968,260,169,0,9696293.33333333,1.47653837660315,0.65,0.078552354026693
../testfiles/pinguim.gif,115200,0.00093,0,100,128,5000000,13000,35321,10968,260,169,0,10216260.6666667,1.58253098156904,0.65,0.074554349337602
